Date,County,County_Code,Active_Listings,Civilian_Labor_Force,Employment_Count,HPI_AllTransactions,Median_Listing_Price,Permits_Annual,Poverty_All_Ages,Real_GDP
2020-09-30,Montgomery,MON,1342.0,568058.0,530491.0,210.98,549950.0,1486.0,6.7,88909025.0
2020-10-31,Montgomery,MON,1383.0,574051.0,538081.0,210.98,534990.0,1486.0,6.7,88909025.0
2020-11-30,Montgomery,MON,1256.0,567229.0,532563.0,210.98,516245.0,1486.0,6.7,88909025.0
2020-12-31,Montgomery,MON,1037.0,562284.0,529380.0,210.98,504750.0,1486.0,6.7,88909025.0
2021-01-31,Montgomery,MON,880.0,554568.0,521423.0,229.28,499000.0,1857.0,8.5,92408031.0
2021-02-28,Montgomery,MON,805.0,556390.0,523427.0,229.28,505810.0,1857.0,8.5,92408031.0
2021-03-31,Montgomery,MON,936.0,561160.0,529428.0,229.28,517500.0,1857.0,8.5,92408031.0
2021-04-30,Montgomery,MON,1048.0,559583.0,530003.0,229.28,544000.0,1857.0,8.5,92408031.0
2021-05-31,Montgomery,MON,1115.0,561002.0,532351.0,229.28,549000.0,1857.0,8.5,92408031.0
2021-06-30,Montgomery,MON,1287.0,566800.0,534749.0,229.28,527450.0,1857.0,8.5,92408031.0
2021-07-31,Montgomery,MON,1430.0,571270.0,541356.0,229.28,529000.0,1857.0,8.5,92408031.0
2021-08-31,Montgomery,MON,1430.0,565917.0,537873.0,229.28,514950.0,1857.0,8.5,92408031.0
2021-09-30,Montgomery,MON,1528.0,556659.0,534495.0,229.28,509950.0,1857.0,8.5,92408031.0
2021-10-31,Montgomery,MON,1425.0,559687.0,539081.0,229.28,505000.0,1857.0,8.5,92408031.0
2021-11-30,Montgomery,MON,1125.0,559775.0,540790.0,229.28,482475.0,1857.0,8.5,92408031.0
2021-12-31,Montgomery,MON,819.0,556123.0,541182.0,229.28,484950.0,1857.0,8.5,92408031.0
2022-01-31,Montgomery,MON,575.0,553038.0,535938.0,252.84,473650.0,724.0,7.9,93795117.0
2022-02-28,Montgomery,MON,562.0,556281.0,539120.0,252.84,527475.0,724.0,7.9,93795117.0
2022-03-31,Montgomery,MON,640.0,559216.0,543291.0,252.84,549900.0,724.0,7.9,93795117.0
2022-04-30,Montgomery,MON,717.0,557745.0,545018.0,252.84,598500.0,724.0,7.9,93795117.0
2022-05-31,Montgomery,MON,933.0,559907.0,546173.0,252.84,609495.0,724.0,7.9,93795117.0
2022-06-30,Montgomery,MON,1093.0,564950.0,547632.0,252.84,625000.0,724.0,7.9,93795117.0
2022-07-31,Montgomery,MON,1282.0,567482.0,551637.0,252.84,599000.0,724.0,7.9,93795117.0
2022-08-31,Montgomery,MON,1263.0,562906.0,547415.0,252.84,599450.0,724.0,7.9,93795117.0
2022-09-30,Montgomery,MON,1234.0,557701.0,544688.0,252.84,599950.0,724.0,7.9,93795117.0
2022-10-31,Montgomery,MON,1207.0,561610.0,548052.0,252.84,600000.0,724.0,7.9,93795117.0
2022-11-30,Montgomery,MON,1123.0,557184.0,545619.0,252.84,600000.0,724.0,7.9,93795117.0
2022-12-31,Montgomery,MON,877.0,555595.0,545779.0,252.84,599000.0,724.0,7.9,93795117.0
2023-01-31,Montgomery,MON,706.0,557500.0,546225.0,267.11,590000.0,2860.0,7.2,95022737.0
2023-02-28,Montgomery,MON,606.0,558998.0,547240.0,267.11,607500.0,2860.0,,
2023-03-31,Montgomery,MON,652.0,561839.0,552057.0,267.11,632000.0,2860.0,,
2023-04-30,Montgomery,MON,659.0,563126.0,555941.0,267.11,686944.0,2860.0,,
2023-05-31,Montgomery,MON,704.0,561944.0,553581.0,267.11,688700.0,2860.0,,
2023-06-30,Montgomery,MON,718.0,566881.0,556943.0,267.11,700875.0,2860.0,,
2023-07-31,Montgomery,MON,718.0,572675.0,561746.0,267.11,680000.0,2860.0,,
2023-08-31,Montgomery,MON,724.0,566595.0,555101.0,267.11,649500.0,2860.0,,
2023-09-30,Montgomery,MON,808.0,561307.0,550112.0,267.11,650000.0,2860.0,,
2023-10-31,Montgomery,MON,865.0,564134.0,551938.0,267.11,655750.0,2860.0,,
2023-11-30,Montgomery,MON,880.0,563292.0,552405.0,267.11,622500.0,2860.0,,
2023-12-31,Montgomery,MON,720.0,560344.0,548834.0,267.11,599990.0,2860.0,,
2024-01-31,Montgomery,MON,580.0,564211.0,550461.0,282.0,599450.0,3656.0,,
2024-02-29,Montgomery,MON,588.0,566025.0,550772.0,,609950.0,,,
2024-03-31,Montgomery,MON,664.0,570967.0,556232.0,,688000.0,,,
2024-04-30,Montgomery,MON,773.0,569416.0,557187.0,,699000.0,,,
2024-05-31,Montgomery,MON,842.0,565833.0,552722.0,,699950.0,,,
2024-06-30,Montgomery,MON,925.0,574490.0,557079.0,,699900.0,,,
2024-07-31,Montgomery,MON,950.0,581704.0,563600.0,,675750.0,,,
2024-08-31,Montgomery,MON,981.0,575220.0,557872.0,,629000.0,,,
2024-09-30,Montgomery,MON,1155.0,570296.0,555222.0,,650000.0,,,
2024-10-31,Montgomery,MON,1272.0,571894.0,555786.0,,649000.0,,,
2024-11-30,Montgomery,MON,1197.0,567804.0,552137.0,,625000.0,,,
2024-12-31,Montgomery,MON,902.0,564723.0,551291.0,,610000.0,,,
2025-01-31,Montgomery,MON,836.0,564469.0,550191.0,,597450.0,,,
2025-02-28,Montgomery,MON,890.0,560926.0,543796.0,,599900.0,,,
2025-03-31,Montgomery,MON,1245.0,563653.0,546440.0,,650000.0,,,
2025-04-30,Montgomery,MON,1483.0,566747.0,550590.0,,652723.0,,,
2025-05-31,Montgomery,MON,1725.0,562030.0,544141.0,,679000.0,,,
2025-06-30,Montgomery,MON,1846.0,568118.0,547783.0,,675000.0,,,
2025-07-31,Montgomery,MON,1788.0,574998.0,554361.0,,656225.0,,,
2025-08-31,Montgomery,MON,1706.0,566157.0,543535.0,,645000.0,,,
2025-09-30,Montgomery,MON,1901.0,,,,655163.0,,,
2025-10-31,Montgomery,MON,1942.0,,,,650000.0,,,
