Date,County,County_Code,HPI_AllTransactions,Civilian_Labor_Force,Poverty_All_Ages,Active_Listings,Median_Listing_Price,Permits_Annual,Real_GDP,Population_Annual,Unemployed_Persons,Unemployment_Rate
1970-01-31,Frederick,FRE,,,,,,,,84.927,,
1970-02-28,Frederick,FRE,,,,,,,,84.927,,
1970-03-31,Frederick,FRE,,,,,,,,84.927,,
1970-04-30,Frederick,FRE,,,,,,,,84.927,,
1970-05-31,Frederick,FRE,,,,,,,,84.927,,
1970-06-30,Frederick,FRE,,,,,,,,84.927,,
1970-07-31,Frederick,FRE,,,,,,,,84.927,,
1970-08-31,Frederick,FRE,,,,,,,,84.927,,
1970-09-30,Frederick,FRE,,,,,,,,84.927,,
1970-10-31,Frederick,FRE,,,,,,,,84.927,,
1970-11-30,Frederick,FRE,,,,,,,,84.927,,
1970-12-31,Frederick,FRE,,,,,,,,84.927,,
1971-01-31,Frederick,FRE,,,,,,,,87.2,,
1971-02-28,Frederick,FRE,,,,,,,,87.2,,
1971-03-31,Frederick,FRE,,,,,,,,87.2,,
1971-04-30,Frederick,FRE,,,,,,,,87.2,,
1971-05-31,Frederick,FRE,,,,,,,,87.2,,
1971-06-30,Frederick,FRE,,,,,,,,87.2,,
1971-07-31,Frederick,FRE,,,,,,,,87.2,,
1971-08-31,Frederick,FRE,,,,,,,,87.2,,
